Date,ts_polarity,twitter_volume
2017-11-24,0.15440918792907501,488
2017-11-25,0.1467958879511837,502
2017-11-26,0.13782547809333565,321
2017-11-27,0.17861260283032632,553
2017-11-28,0.12096398521308338,690
2017-11-29,0.12891920981235827,1045
2017-11-30,0.10980876387162723,292
2017-12-01,0.0478948597698598,99
2017-12-02,0.17156903049818267,515
2017-12-03,0.005762569764157621,393
2017-12-04,0.12490239058938887,737
2017-12-05,0.17026118310168809,903
2017-12-06,0.12465580677720232,897
2017-12-07,0.09936160975516227,877
2017-12-08,0.12726520993021506,848
2017-12-09,0.18494183399207956,555
2017-12-10,0.18026111245456566,431
2017-12-11,0.17743584174047547,769
2017-12-12,0.17578455826529787,994
2017-12-13,0.19355560420729456,910
2017-12-14,0.1612437216691756,838
2017-12-15,0.13160817803179922,794
2017-12-16,0.16799878346658986,665
2017-12-17,0.17688179037397864,363
2017-12-18,0.13634642731185329,723
2017-12-19,0.14053498533518932,1198
2017-12-20,0.08589936131131756,956
2017-12-21,0.17137320096526626,1136
2017-12-22,0.12400224027688575,956
2017-12-23,0.13549833526906774,583
2017-12-24,0.16030526592956526,431
2017-12-25,0.13849116161616212,390
2017-12-26,0.0836833793129719,1020
2017-12-27,0.11248526393276108,1201
2017-12-28,0.0923325951505138,1046
2017-12-29,0.10526985718118248,988
2017-12-30,0.15446784812409822,661
2017-12-31,0.14654223800210306,140
2018-01-01,0.14586261681017498,290
2018-01-02,0.09562983388015683,839
2018-01-03,0.1128180388903468,933
2018-01-04,0.1318314320260524,851
2018-01-05,0.10542699551910097,280
2018-01-06,0.20393927095631634,161
2018-01-07,0.20802286014168805,412
2018-01-08,0.14350593657439478,851
2018-01-09,0.12345029879540766,1023
2018-01-10,0.13525056985520606,919
2018-01-11,0.12847948256619232,856
2018-01-12,0.10882578854013716,891
2018-01-13,0.17181081770554968,667
2018-01-14,0.031999067587280834,432
2018-01-15,0.14333653145586348,515
2018-01-16,0.1316602645031765,851
2018-01-17,0.12373912426325714,1077
